date,podnik,polievka,jedlo_1,jedlo_2,jedlo_3,jedlo_4
2019-07-25,Bistro Mnamka,Hokkaido polievka slnecnicove semiacka,Kuracie sote na smotane s kukuricou a porom domace bbq hranolky,Hovadzie dusene na korenovej zelenine dusena ryza,Salat s kuracimi nugetkami smotanovo cesnakovy dresing pizza chlieb,Domace parene buchty poliate karamelom a posypane kokosom
2019-07-25,BlueBear,Vajickova polievka so zemiakmi a smotanou,Zapekana kolozvarska kapusta s klobasou mletym masom zemiakmi a kyslou smotanou,Bravcove ragu s horcicou a sampinonmi diva ryza,Spenatove halusky s omackou z medvedieho cesnaku a viedenskou cibulkou,TYZDENNE Club sendwich so sous vidovanou bravcovou panenkou cerstvou zeleninkou a red pepper majonezou s domacimi hranolkami
2019-07-25,Centr klub,Hrstkova s krupami,Restovana kuracia pecen v zemiakovej loksi kysla uhorka,Pecena krkovicka zemiakova kasa calamada,Cestoviny s grilovanym lososom cuketou a susenymi paradajkami,
2019-07-25,Ceska piv,Gulasova polievka,Kuraci steak s nivovou omackou a volskym okom ryza miesany salat,Pecene bravcove rebierka s varenymi zemiakmi kysla obloha horcica,Tuniakovy salat s vajickom kukuricou a toastom,XXLVyprazany bravcovy rezen s varenymi zemiakmi a miesanym salatom
2019-07-25,Dilema,Kelova s klobaskou,Marinovane vyprazane kuracie rezance ryza hranolky salat,Bravcove pecene s grilovanymi sampinonmi zemiakova kasa,Zeleninovy salat s kuskusom a feta syrom matovo jogurtovy dressing,Miesany zeleninovy salat s grilovanym kozim syrom a brusnicami karamelizovana salotka s brusnicami bagetka na grile
2019-07-25,Jedla lenka,ZATVORENE,,,,
2019-07-25,Kasa,DOVOLENKUJEME,,,,
2019-07-25,Mestiansky piv,Bryndzova so zemiakmi,Kuracia pivovarska pochutka dusena ryza kysle uhorky,Hrachova kasa udena krkovicka,,
2019-07-25,Red Cafe,Sedliacka polievka,Kuraci Stroganoff ryza,Zeleninovy rezen batatove pyre,Polievka pizza z ponuky,
2019-07-25,Suvlaki,Brokolicova polievka,Vyprazane rybky GAVROS so salatom,Pecene bravcova krkovicka plnena Syrom Kefalotiri a mrkvou,Dusene kuracie maso so baklazanom paradajkovou omackou,Zapecene cestoviny so spenatom jogurtom a syrom
2019-07-25,Svadby a Kari,Studena thajska kokosova polievka s bananom,Thajske hovadzie Jungle kari so zelenym korenim baklazanom mrkvou paradajkami a hraskom mango sauce,Indicka mandlova Korma s fazulou batatmi zltou mrkvou a paradajkami melonovy chilli salat kari VEGAN,,
2019-07-25,U Hasica,Ccesnakova kremova,Kuracie nagetky ryza dresing,Goralsky gulas knedla,Zemlovka jablko tvaroh,
2019-07-25,U Majky,Zemiakova na kyslo,Bravcove pliecko na zel fazulke,Cernohorsky kuraci rezen g,Lievance,
2019-07-25,Veda,Hraskova kremova,Zemiaky kukurica paradajka a cibula v indickej omacke,Farebna paprika a domaci syr s indickym drvenym korenim,Kapustove fasirky v indickej omacke,Miesana zelenina v omacke s kokosovym mliekom a thajskym zelenym kari
2019-07-25,Veglife,Tandori batatovo hraskova polievka,Gnocchi s pecenou letnou zeleninou a parmezanom,Jacmenne krupky s bryndzou pazitkou a tempehom,Kokosove Stir fry s tofu ryza natural,Ryzovo bazalkove gulky v paradajkovej omacke pecene zemiaky
2019-07-26,Alzbetka,Fazulova s klobasou,Kulajda,Vyprazana morska stuka s majonezovym salatom,Peceny bravcovy bocikzemiakova kasanakladana cibulka,Studeny cestovinovy salat s kuracim masom a baby spenatom
2019-07-26,Bioland,Paradajkova s bazalkou,Lasagne s rajcinovou omackou olivami mozzarellou a salatom,Vegetariansky gulas s ruzickovym kelom a quinoou,Raw maracuja torta,
2019-07-26,Bistro Mnamka,Sosovicova s parkom,Kuracie prsia zapekane s paradajkou a mozzarellou cerstva bazalka dusena ryza,Kolozvarska kapusta kysla uhorka,Salat s kuracim gyros masom koprovo majonezovy dip pizza chlieb,Domace parene buchty poliate karamelom a posypane kokosom
2019-07-26,BlueBear,Rybacia kremova s porom,Zapekana kolozvarska kapusta s klobasou mletym masom zemiakmi a kyslou smotanou,Konfitovane telacie stehno marinovane v jogurte a kurkume tarhona,Vyprazane sampinony s varenymi zemiakmi a tatarskou omackou,TYZDENNE Club sendwich so sous vidovanou bravcovou panenkou cerstvou zeleninkou a red pepper majonezou s domacimi hranolkami
2019-07-26,Centr klub,Masovy vyvar so zeleninou a rezancami,Gnocchi s hubovou omackou a baby spenatom,Vyprazana treska zemiakovo cibulovy salat,Marinovane morcacie stehno v bylinkach a cili slovenska ryza uhorkovy salat,
2019-07-26,Ceska piv,Slepaci vyvar s rezancami a masom,Kuraci rezen v cornflakes s ryzou a miesanym salatom,Bravcova fasirka so zemiakovym privarkom na kyslo,Palacinky s nutellou a vanilkovou zmrzlinou,XXLVyprazany bravcovy rezen s varenymi zemiakmi a miesanym salatom
2019-07-26,Dilema,Sampinonova so zemiakmi,Kuraci steak s bylinkovym maslom hraskova ryza miesany salat,Oravska pochutka v zemiakovej placke so syrom paprika slaninka cibula paradajky,Vyprazany syr hranolky domaca tatarska omacka,Miesany zeleninovy salat s grilovanym kozim syrom a brusnicami karamelizovana salotka s brusnicami bagetka na grile
2019-07-26,Jedla lenka,ZATVORENE,,,,
2019-07-26,Kasa,DOVOLENKUJEME,,,,
2019-07-26,Mestiansky piv,Domaca fazulova s rezancami,Hovadzie na hriboch tarhona kysla uhorka,Bolonske lasagne so syrom,,
2019-07-26,Red Cafe,Tekvicovy krem polievka,Kuracie pikantne sote v zemiakovej placke,Penne so schwarzwaldskou sunkou a rukolou,Polievka pizza zponuky,
2019-07-26,Suvlaki,Karfiolova polievka,Pecene rybacie filety s rozmarinom cesnakom a cerstvymi paradajkami,Dusene bravcove maso so slaninkou cervenou paprikou horcicova omacka,Dusene kuracie maso so zeleninou pivova omacka,Vinny list plneny ryzou na grecky sposob
2019-07-26,Svadby a Kari,Kremova zemiakova polievka s koprom,Indicke zelene kuracie kari v matovo jogurtovej omacke s hrozienkami batatmi a cuketou marhulove catni kari,Indicke VEGAN kari zo zlteho hrachu s paradajkami a spenatom mrkvova raita kari priloha,,
2019-07-26,U Hasica,Rascova s vajcom,Kuracie na thajsky sposob ryza,Vyprazany udeny syr zemiaky tat omacka,Penne hubova omacka,
2019-07-26,U Majky,Paradajkova,Miesane sote v zem placke,Vyprazane rybie file,Omeleta so zeleninou a syrom,
2019-07-26,Veda,Thajska zeleninova,Biela tekvica a cicer v indickej omacke,Sampiony a hrasok v indickej omacke,Miesana zelenina v indickej jogurtovej omacke s ovocnym koktejlom,Zemiaky a ruzickovy kel v indickej omacke
2019-07-26,Veglife,Hraskovo matova polievka,Ananasove kari s tofu a kokosovym mliekom jazminova ryza B V P,Zapekane bataty s tofu a bazalkovym pestom,Sosovicove cevapcici indicke zemiaky,Paprikove ragu s cicerom ryza natural
2019-07-29,Alzbetka,Kacaci vyvar s rezancami,Hraskova kremova s krutonmi,Vyprazany kuraci rezen zo stehnazemiakova kasacalamada,Lasagne bolognese,Grecky salat s bylinkovym dresingomhrianky
2019-07-29,Bioland,Kukuricova kremova s nori vlockami,Indicky sosovicovy dhal zo zeleninou kokosovym mliekom a koriandrom,Marinovana cuketa plnena quinoou a tofu s paradajkovou omackou,Raw cokoladova torta s kokosovym mliekom,
2019-07-29,Bistro Mnamka,Brokolicova kremova s krutonmi,Hokkaido rizoto s kuracim masom parmezan,Vyprazana treska so zemiakovym salatom citron,Salat s strudlou plnenou sunka a syr smotanovo bylinkovy dresing pizza chlieb,
2019-07-29,BlueBear,Baklazanovy krem s jogurtom a koprom,Tekvicovy privarok s pecenou fasirkou a zemiakovym chlebom,Spikovane bravcove kare so zemiakovou kasou a sedliackou omackou uhorkovy salat,Vyprazane zemiakove karbonatky plnene syrom s pecenymi zemiakmi a horcicovou majonezou,TYZDENNE Grilovany losos na maslovej spargli s mangovo citrusovym chilli tartarom a medovo horcicovym dresingom
2019-07-29,Centr klub,Karfiolova s mrvenicou,Tagliatelle s pestom susenymi paradajkami a mozzarellou,Kuraci steak na sampinonoch hranolky,Bravcova panenka na zelenom koreni dusena ryza,
2019-07-29,Ceska piv,Luskova polievka na kyslo,Kuracie kusky s kari omackou a ryzou miesany salat,Pecena krkovicka na cesnaku s opekanymi zemiakmi kysla uhorka,Caesar salat,XXLVyprazany bravcovy rezen s varenymi zemiakmi a miesanym salatom
2019-07-29,Dilema,Paradajkova so syrom,Kuraci rezen v CORNFLAKES struhanke dusena ryza salat s dressingom,Pljeskavica s cibulou a ajvarom hranolky,Kremove cuketove rizoto so cherry paradajkami cervena cibula biele vino maslo,Zapekane kare s bryndzou a pazitkovou omackou zemiaky na grile
2019-07-29,Jedla lenka,ZATVORENE,,,,
2019-07-29,Kasa,ZATVORENE,,,,
2019-07-29,Mestiansky piv,Minestrone so syrom,Bravcovy perkelt s haluskami,Penne Arabiatta s kuracim masom a syrom,,
2019-07-29,Red Cafe,Slepacia polievka s cetovinou,Kuracie zapek s paradajkami a mozzarellou ryza,Vypr karfiol varene zemiaky tat omacka,Polievka pizza z ponuky,
2019-07-29,Suvlaki,Cuketova polievka Zucchini soup,Vyprazane male rybky Atherina s malym salatom,Dusene bravcove maso so zelenou fazulkou paradajkova omacka,Pecene morcacie karbonatky vinova omacka,Spenatova omeleta
2019-07-29,Svadby a Kari,Kremova polievka z pecenych paprik VEGAN,Thajske zelene kuracie kari s karfiolom hraskom paradajkami a mrkvou listovy salat s melonom a rukolou kari,Indicke kari z peceneho baklazanu s cervenou sosovicou tofu a paradajkami uhorkovy salat s koriandrom kari VEGAN,,
2019-07-29,U Hasica,Zeleninova,Kuracie na sampinonoch ryza,Segedinsky gulas knedla,,
2019-07-29,U Majky,Luskova so zemiakmi na kyslo,Bratislavske bravc pliecko,Gordon blue,Sampinonove rizoto,
2019-07-29,Veda,Soup paradajkova,Zemiaky v indickej kremovej omacke,Baklazan a brokolica v indickej omacke,Cuketa fazulove struky a kukurica v indickej omacke,Sampiony a farebna paprika s thajskym a indickym drvenym korenim
2019-07-29,Veglife,Hraskova polievka s mrkvou,Pecena korenova zelenina na mede s misom a sezamom pecene zemiaky,Karfiolovy paprikas s hraskom tarhona,Zelerovy gratin s plesnovym syrom,Cicerovo bananove kari so spenatom ryza natural B V P
2019-07-30,Alzbetka,Cicerova s udenym masom,Karfiolova kremova so syrom,Kacacie pecienky na cibulketarhonakysla uhorka,Vyprazany ementalvarene zemiaky s maslom a vnatkoutatarska omacka,Morcaci steak s olivovym pestom pecena zelenina
2019-07-30,Bioland,Zeleninova s pazitkou,Veganske bryndzove halusky s tofu slaninkou,Grilovany encian s pecenymi zemiakmi a coleslaw salat,Orieskove nebo,
2019-07-30,Bistro Mnamka,Paradajkova so syrom,Morcaci stroganov s hraskom dusena ryza,Vyprazany sunkovo syrovy spiz varene zemiaky domaca tatarska omacka,Salat s prosciuttom a vajickom olivovy olej pizza chlieb,Domaca zemlovka z vianocky s tvarohom a broskynami
2019-07-30,BlueBear,Indicka curry polievka,Tekvicovy privarok s pecenou fasirkou a zemiakovym chlebom,Kuracia kavarma s dusenou trojfarebnou ryzou,Spaldove halusky s hermelinovou omackou a fritovanou korenovou zeleninou,TYZDENNE Grilovany losos na maslovej spargli s mangovo citrusovym chilli tartarom a medovo horcicovym dresingom
2019-07-30,Centr klub,Paradajkova so syrom a bazalkou,Salat s marinovanym greckym syrom a hriankou,Morcacie stehno pecene zemiaky bylinkovy dresing,Svieckova na smotane parena knedla,
2019-07-30,Ceska piv,Brokolicova kremova polievka s krutonmi,Cina s kuracim masom a ryzou,Kuraci Cordon Bleu s varenymi zemiakmi a uhorkovym salatom,Listovy salat s kuracimi nugetkami a medovo horcicovym dresingom,XXLVyprazany bravcovy rezen s varenymi zemiakmi a miesanym salatom
2019-07-30,Dilema,Kelova s klobaskou,Kuraci steak s BBQ omackou a volskym okom ryza hranolky,Francuzske zemiaky s kyslou uhorkou,Zeleninovy salat s kuskusom a feta syrom matovo jogurtovy dressing,Zapekane kare s bryndzou a pazitkovou omackou zemiaky na grile
2019-07-30,Jedla lenka,ZATVORENE,,,,
2019-07-30,Kasa,ZATVORENE,,,,
2019-07-30,Mestiansky piv,Frankfurtska so zemiakmi,Vyprazane kuracie stehno zemiakova kasa zeleninovy salat,Bryndzove pirohy s koprovou omackou smotanou a oskvarkami,,
2019-07-30,Red Cafe,Brokolicova s krutonmi polievka,Kuracia rolada plnena spenatom a sus paradajkami pyre z batatovych zemiakov,Rizoto s tekvice Hokkaido s cheddar posypkou,Polievka pizza z ponuky,
2019-07-30,Suvlaki,Sosovicova polievka,Grilovane jahnacie karbonatky,Zapeceny baklazan so slaninkou stonkovy zeler syrom paradajkova omacka,Pecene kura s rozmarinom horcicova omacka,Gratinovana zelenina s jogurtovym besamelom
2019-07-30,Svadby a Kari,Japonska Miso polievka,Thajske cervene hovadzie kari s baklazanom brokolicou a zelenymi fazulkami bananovy salat s limetkou a sezamom,Cviklove kari s citronovou travou zemiakmi kukurickou a jablkami paradajkove catni VEGAN,,
2019-07-30,U Hasica,Sosovicova,Kuraci perkelt kolienka,Bravcovy tokan ryza,Lasagne Bolognese,
2019-07-30,U Majky,Hovadzi vyvar s rezancami,Plnena paprika,Vyprazane bravcove kare,Bryndzove halusky,
2019-07-30,Veda,Cesnakovo zemiakova,Zeleninove fasirky v indickej omacke,Miesana zelenina v omacke s kokosovym mliekom a thajskym zltym kari,Cierny cicer a zemiaky v indickej omacke,Fazula v indickej spenatovej omacke
2019-07-30,Veglife,Fazulova polievka na kyslo,Pohankove gulky v paradajkovej kapuste,Kokosovo limetkova basmati ryza s mrkvovymi stripsami,Robi na sposob Stroganoff ryza natural,Zapekana maslova tekvica so zemiakmi a smotanou
2019-07-31,Alzbetka,Kuraci vyvar s rezancami,Zeleninova s vajickom,Pecena bravcova krkovicka parena knedla dusena kapusta,Kuracie kusky v kari omacke ryza,Miesany listovy salat s tuniakom vajickom bylinkovy dresing hrianky
2019-07-31,Bioland,Hubovy borsc,Spaldove rezance s orechmi dusenymi hruskami a datlovym sirupom,Fasirky z pinto fazule so sampinonovo nivovou omackou a celozrnnou ryzou,Broskynovy osuch,
2019-07-31,Bistro Mnamka,Slepaci vyvar s masom a zeleninou,Kuraci steak s volskym okom fazulky dusena ryza,Bolognese spagety parmezan,Zapekany zemiak so slaninou a nivou podavany na salate smotanovo cesnakovy dresing,Domaca zemlovka z vianocky s tvarohom a broskynami
2019-07-31,BlueBear,Sosovicova s medvedim cesnakom,Zemiakove sulance s maslom a sladkou struhankou,Grilovane vykostene kuracie stehno so zemiakovymi medajlonkami paradajkovou redukciou a mrkvovym salatom,Cerstvy listovy salat s trhanym lososom cibulkou parmezanovymi hoblinami a sardelovym dresingom,TYZDENNE Grilovany losos na maslovej spargli s mangovo citrusovym chilli tartarom a medovo horcicovym dresingom
2019-07-31,Centr klub,Zeleninova s krupicovymi haluskami,Spagety Bolognese so syrom,Ragu z bravcovej panenky slovenska ryza,Hovadzi burger hranolky majoneza,
2019-07-31,Ceska piv,Paradajkova polievka so syrom,Kuraci steak s anglickou zeleninou a prirodnou omackou ryza,Bravcove sote na hriboch s varenymi zemiakmi,Listovy salat s kuracimi prsiami sojovou omackou sezamovym olejom a semiackami,XXLVyprazany bravcovy rezen s varenymi zemiakmi a miesanym salatom
2019-07-31,Dilema,Cesnakovy krem s krutonmi,Pecene kuracie stehno ala kacica dusena cervena kapusta knedla,Pivny bravcovy rezen v cesticku restovane zemiaky s cibulkou kysla uhorka,Dukatove buchticky s vanilkovym kremom a cokoladou,Zapekane kare s bryndzou a pazitkovou omackou zemiaky na grile
2019-07-31,Jedla lenka,ZATVORENE,,,,
2019-07-31,Kasa,ZATVORENE,,,,
2019-07-31,Mestiansky piv,Hovadzi vyvar s haluskami,Svieckova na smotane s domacou knedlou,Francuzske zemiaky s kyslou uhorkou,,
2019-07-31,Red Cafe,Hraskova polievka,Br kare na grile so slaninkou tlac zemiak mix salat,Kuraci salat s bylinkovym dressingom,Polievka pizza z ponuky,
2019-07-31,Suvlaki,Mrkvova polievka Carrot soup,Grilovane kuracie SUVLAKI spizy domace hranolky tzatziki dip pita chlieb cibulka,Dusene bravcove maso s feniklom hraskom paradajkova omacka,Dusene kuracie maso s mrkvou mandarinkova omacka,Zapecena paprika plnena bazalkou cerstvymi paradajkami druhmi syra
2019-07-31,Svadby a Kari,Studena polievka Gazpacho VEGAN RAW,Indicke maslove Dhansak kari s kuracim masom sosovicou paprikami a paradajkami kysly mrkvovy salat kari,Thajske VEGAN mango kari s maslovou tekvicou cicerom zltou mrkvou hraskom a opekanym tofu stir fry kel kari aj priloha,,
2019-07-31,U Hasica,Slepaci vyvar,Restovana kuracia pecen ryza,Cernohorsky rezen zemiaky salat,Kotlikovy gulas chlieb,
2019-07-31,U Majky,Brokolicova kremova,Pecene stehenne stvrtky,Bratislavske bravcove rizoto,Ovocna zemlovka,
2019-07-31,Veda,Tomkha,Domaci syr v indickej spenatovej omacke,Batatove fasirky v indickej omacke,Tekvica a baklazan v indickej omacke,Farebna paprika a mango s indickym drvenym korenim
2019-07-31,Veglife,Petrzlenovo zemiakovy krem s psenom,Sosovicovy dhal s kokosovym mliekom a pecenymi batatmi ryza natural,Spenatovo syrovy rezen petrzlenove zemiaky,Celozrnne fusilli s grilovanou zeleninou susenymi paradajkami a parmezanom,Mexicky cuketovy gulas s tofu petrzlenove zemiaky B V P
2019-08-01,Alzbetka,Kapustova s klobasou,Brokolicova kremova so syrom,Vyprazany bravcovy rezenstuchane zemiakyuhorkovy salat,Kuraci wraphranolkynivovy dresing,Kremove natur rizoto s baklazanombaby spenatom a parmezanom
2019-08-01,Bioland,Kalerabovo mrkvova s pecenym zemiakom,Zapekane francuzske zemiaky,Hriby s ruzickovym kelom a polentou,Raw cviklovo matova torta,
2019-08-01,Bistro Mnamka,Sampinonova polievka na cerveno so zemiakmi,Kuraci spiz dusena zelenina s varenymi zemiakmi,Bravcovy gordon blue dusena ryza salat,Salat s grilovanym udenym tofu balzamikovo medovy dresing pizza chlieb,Domaca zemlovka z vianocky s tvarohom a broskynami
2019-08-01,BlueBear,Sparglovo zemiakova polievka,Bravcove cevapcici s pecenymi baby zemiakmi cervenou cibulkou a kyslou smotanou,Bravcovy rezen plneny slaninou a plesnovym syrom s varenymi zemiakmi a tatarskou omackou,Kremovy spenat s maslovymi zemiakmi a varenym vajickom,TYZDENNE Grilovany losos na maslovej spargli s mangovo citrusovym chilli tartarom a medovo horcicovym dresingom
2019-08-01,Centr klub,Hrachova s parkom,Salat s tuniakom repou a vajickom cesnakova hrianka,Bravcove licka na slanine stuchane zemiaky,Kuracie prsia plnene sunkou a syrom zemiakova kasa uhorkovy salat,
2019-08-01,Ceska piv,Zeleninova polievka s krupicovymi haluskami,Zemiakova placka plnena trojfarebnym masom a posypana syrom miesany salat,Bravcova ciganska s grilovanou cibulkou a varenymi zemiakmi,Listovy salat so syrovymi nugetkami medovo horcicovy dresing toast,XXLVyprazany bravcovy rezen s varenymi zemiakmi a miesanym salatom
2019-08-01,Dilema,Sosovicova so zeleninou,Kuraci STROGANOFF dusena ryza listovy salat,Bravcovy rezen pecene zemiaky coleslaw salat,Vyprazany karfiol varene zemiaky s vnatkou domaca tatarska omacka,Zapekane kare s bryndzou a pazitkovou omackou zemiaky na grile
2019-08-01,Jedla lenka,ZATVORENE,,,,
2019-08-01,Kasa,ZATVORENE,,,,
2019-08-01,Mestiansky piv,Karfiolovy krem s krutonmi,Grilovane kuracie prsia s nivovou omackou steakove hranolky,Gnocchi s hubovou omackou a parmezanom,,
2019-08-01,Red Cafe,Fazulova Jokai polievka,Vypr ostiepok varene zemiaky tat omacka,Salat s kur kuskami a francuzskym dressingom cerealny opeceny chlebik,Polievka pizza z ponuky,
